ID,Performance Index,Previous Scores (out of 10),Sample Question Papers Practiced,Hours Studied,Hours Prepared for Exams,Hours Free time,Sleep Hours,Hours Not Sleep,Extracurricular Activities,Has a car,Sex,Height,Weight,BMI,Eye color,Nails length,Favorite Subject,Least Favorite Subject
584,52.0,6,8,3,2,7,9,15,Yes,No,m,1.6825827440508148,71.29982059955904,25.184630059587928,green,0.0003502548603219,Machine Learning,Biology
585,33.0,5,7,3,2,14,5,19,Yes,No,f,1.531396431457635,68.2851610313409,29.117298346449537,gray,0.0010504055263795,Algebra,PE
586,75.0,7,8,8,3,11,4,20,Yes,No,m,1.6622645991257372,78.9682933873178,28.579356152788893,brown,0.0016230258213901,Machine Learning,Data Science
587,84.0,10,2,5,2,10,6,18,Yes,No,m,1.74913847993309,74.16511858082481,24.24104329700108,brown,0.0047447633078009,Music,Art
588,49.0,6,6,7,3,4,8,16,Yes,No,f,1.639274287022771,66.04720786668044,24.57826424470496,gray,0.0070925806963311,Machine Learning,PE
589,64.0,8,1,1,1,8,7,17,Yes,No,m,1.6575082863097987,59.78037523471546,21.75941525314053,brown,0.0042368371441288,Art,Machine Learning
590,53.0,6,2,5,2,8,6,18,Yes,No,m,1.6483771104403109,54.187402495284175,19.942756330973587,gray,0.0072279481353476,Art,History
591,65.0,6,1,9,4,5,6,18,Yes,No,f,1.5187294884018523,70.38380332839708,30.514895012323176,gray,0.0069903164646552,Biology,
592,51.0,7,2,4,2,9,6,18,Yes,No,f,1.5663161077909202,78.97680391301931,32.19146386183648,brown,0.0098809950500885,Music,Data Science
593,71.0,6,6,8,3,7,5,19,Yes,No,f,1.5632238634764395,72.07902042882321,29.496230844542676,brown,0.0098738763518256,,Biology
594,86.0,10,5,5,2,7,8,16,No,Yes,m,1.706738197160269,61.93514055354486,21.26196070152021,brown,0.0006601248533787,Biology,PE
595,66.0,6,8,9,4,5,9,15,Yes,No,m,1.684805261533052,77.90719385953007,27.445942019235147,green,0.0012985471547645,Drama,Biology
596,42.0,4,1,6,3,8,8,16,No,No,m,1.732226474256482,80.3601952143629,26.781299079158963,brown,0.0055566350134883,,Biology
597,27.0,5,4,2,1,7,7,17,Yes,No,f,1.5622591714066536,67.14553433735408,27.51129085803036,brown,0.0046042943959333,Machine Learning,Data Science
598,81.0,8,9,6,3,6,8,16,No,No,m,1.6898044822431797,53.86444863596758,18.863805210206564,green,0.006059845330798,Art,Algebra
599,29.0,3,5,6,3,7,4,20,Yes,No,m,1.7571642065390598,57.984486735750274,18.779633874177943,gray,0.0087203945515659,Drama,PE
600,37.0,3,5,9,4,3,8,16,Yes,No,f,1.674326130974482,47.28582020625209,16.86750377639288,gray,0.0085884018006756,Biology,Machine Learning
601,57.0,6,1,9,4,7,6,18,No,Yes,f,1.6903511274934204,76.16863334665675,26.657677405260543,brown,0.0015894650023019,Art,
602,62.0,8,1,4,2,8,9,15,Yes,No,m,1.6512564547928643,82.28021547116734,30.17632606319646,brown,0.0089554744398641,Machine Learning,
603,49.0,6,1,6,3,8,6,18,Yes,No,f,1.5701126422081098,79.47746982194064,32.2390630727542,brown,0.0067102819713305,,Drama
604,74.0,7,3,7,3,8,8,16,No,No,f,1.5696025787506749,74.1219147126249,30.086191975978693,brown,0.0062889301692129,Data Science,Drama
605,59.0,6,2,9,4,6,4,20,Yes,,f,1.6591049804724272,65.65214110906992,23.850701670943067,brown,0.006935070898474,Machine Learning,History
606,84.0,8,6,7,3,12,4,20,Yes,No,m,1.7401174954103766,79.8253936148705,26.362337862345864,brown,0.00860272225038,Biology,Machine Learning
607,41.0,6,0,4,2,11,7,17,No,No,m,1.7176537066536457,82.27883266958301,27.887969813177897,gray,0.0038533531214846,Art,Biology
608,63.0,9,5,1,1,9,8,16,Yes,No,f,1.6427643968650358,68.46218272760586,25.3688147656631,green,0.0026444796556494,Art,Algebra
609,70.0,9,8,4,2,8,4,20,No,No,m,1.7201199780228753,67.0493238461672,22.66088791868236,brown,0.0056327818006361,Music,
610,16.0,3,6,2,1,11,5,19,Yes,No,f,1.58783951422918,87.69916797294081,34.78421944946882,green,0.0057344762027277,PE,Biology
611,79.0,10,1,3,2,8,7,17,No,Yes,m,1.738630337347432,67.6808629957786,22.389860154979168,gray,0.0024768059544682,Data Science,Art
612,38.0,4,5,8,3,7,6,18,No,No,m,1.664925635663,76.01891850354409,27.42407613551407,brown,0.0007552728938135,Algebra,Art
613,73.0,9,4,3,2,15,5,19,Yes,No,m,1.6008075801293506,67.12322496261127,26.19356132839051,gray,0.0073278447547609,Machine Learning,Drama
614,47.0,4,0,9,4,4,9,15,No,Yes,m,1.7295043036598023,75.64917193061501,25.290702006571067,,0.0003511143763825,Art,
615,45.0,4,5,7,3,6,5,19,Yes,Yes,m,1.6653780825421265,68.92150452223487,24.85015258807705,brown,0.0053000143870832,Algebra,Machine Learning
616,65.0,7,6,4,2,12,4,20,No,No,f,1.701406389913189,88.61176370633858,30.610841008602392,brown,0.0044258940942224,PE,Art
617,22.0,3,6,3,2,9,7,17,No,No,m,1.7020996125689394,70.34866694089703,24.28208228886916,green,0.0017802156091409,PE,Machine Learning
618,84.0,10,4,4,2,8,8,16,No,No,f,1.5912158809335262,49.05386168592308,19.37380807282406,gray,0.0035372608554317,PE,
619,57.0,8,4,3,2,11,5,19,No,No,m,1.6873862972780436,79.73476974758712,28.00391226788297,green,0.0027984891698833,Music,Data Science
620,75.0,8,5,6,3,10,7,17,Yes,Yes,m,1.6164037875971016,71.56622570613331,27.39103197845941,brown,0.0071487965555937,PE,Algebra
621,94.0,10,3,7,3,12,4,20,Yes,Yes,m,1.7429780282932217,70.65792934191364,23.258252503044265,gray,0.0098514326717464,Drama,
622,71.0,7,4,8,3,9,6,18,Yes,No,f,1.7149888159977111,50.7458979758832,17.253545661823253,hazel,0.0031397673100575,Music,Algebra
623,50.0,7,3,3,2,8,7,17,Yes,No,f,1.549597310338491,65.3165280519808,27.20103214227281,gray,0.0043614218822588,PE,Data Science
624,27.0,4,6,4,2,12,6,18,No,No,m,1.7244335101018475,64.7432518791775,21.77216423290765,hazel,0.0019348219694563,Music,
625,74.0,8,1,7,3,6,7,17,No,No,f,1.5926434731907246,66.45244394574553,26.19834309915593,green,0.0046828913256466,Data Science,
626,24.0,4,6,1,1,9,9,15,No,No,f,1.4616213839374144,73.8714619089684,34.578561102041824,brown,0.0028439328592187,Machine Learning,Algebra
627,34.0,3,6,7,3,6,7,17,No,No,f,1.5987979328699644,86.00065735812069,33.64454153706273,brown,0.0033563137052834,Drama,Algebra
628,17.0,4,3,2,1,13,5,19,Yes,No,f,1.5646278769076798,70.2185513944674,28.68334114207749,green,0.0004835125842043,,Algebra
629,60.0,7,1,4,2,12,5,19,Yes,,f,1.59705128946681,63.67825141590126,24.96625498669406,gray,0.009243098960435,Algebra,Drama
630,45.0,5,6,8,3,7,8,16,Yes,No,m,1.7265905594220146,73.15183777045975,24.53841557766566,brown,0.0045587807179019,Machine Learning,Algebra
631,53.0,5,3,8,3,3,9,15,No,No,m,1.7474187117663669,59.26114971871618,19.40779110646133,brown,0.0076623672578781,Art,Drama
632,30.0,4,6,6,3,7,9,15,No,No,f,1.518466072085367,79.8812922667258,34.6445477651657,brown,0.0048400483635072,Drama,PE
633,65.0,8,4,3,2,8,4,20,Yes,No,m,1.6943250643851515,54.970936390176846,19.14871626167048,gray,0.001842084027122,Data Science,Machine Learning
634,59.0,7,2,2,1,9,9,15,No,No,f,1.649307670951835,77.96377958758033,28.66088042537149,brown,0.0068810532293457,Biology,Drama
635,67.0,7,6,7,3,7,5,19,No,No,f,1.5895111321614053,70.8327009670275,28.035393410756917,brown,0.0048935919137731,PE,Drama
636,42.0,5,2,5,2,9,9,15,No,No,m,1.687392939909926,53.59253174348493,18.822262179434876,brown,0.0054496586622079,Art,Art
637,62.0,6,4,7,3,12,4,20,Yes,No,f,1.6373486949204628,71.70887290052895,26.74795232693098,brown,0.0061024258235207,Music,Art
638,71.0,8,4,8,3,5,7,17,Yes,Yes,m,1.7437861482932189,61.35468453236751,20.17721772617302,gray,0.0099223928637306,Music,Data Science
639,21.0,3,3,3,2,8,7,17,No,No,m,1.753208491158819,63.45317927061699,20.643639017131772,gray,0.0094669684909054,Music,Machine Learning
640,26.0,4,1,3,2,13,7,17,Yes,No,f,1.6933798423848143,76.33863048824243,26.621688227731177,brown,0.0010146413147366,Drama,Art
641,89.0,9,4,7,3,7,4,20,No,No,m,1.7544651183333624,61.13485467873316,19.86092209637189,green,0.00973948444694,Music,Biology
642,49.0,4,6,9,4,4,9,15,Yes,No,m,1.7619079104791058,68.89690013816097,22.19388193479209,gray,0.000918677908146,Art,Drama
643,74.0,7,0,7,3,8,7,17,No,No,m,1.7145928965458463,62.80322539380621,21.362885272397463,brown,0.0040718753921377,Algebra,
644,84.0,10,1,6,3,13,4,20,No,Yes,m,1.6486596595917988,67.31951393829388,24.767316193941053,brown,0.0051751524513643,Drama,Machine Learning
645,43.0,4,0,6,3,9,6,18,Yes,No,m,1.6609120714957375,80.72887851779767,29.264131267307977,green,0.009085365920716,Music,Biology
646,70.0,9,7,2,1,6,9,15,No,,m,1.724613334605115,62.2447321687274,20.927585413807385,gray,0.0014317342972305,Machine Learning,Algebra
647,47.0,5,3,7,3,8,4,20,Yes,No,m,1.7545322071661134,84.95052089588832,27.59582337735853,brown,0.0048246759953751,Algebra,PE
648,67.0,7,8,8,3,7,4,20,Yes,No,m,1.7417580874036087,76.36891425499364,25.1733459795262,green,0.0035494554366425,Art,PE
649,80.0,9,5,3,2,12,6,18,No,,m,1.74884438273538,68.88878652833802,22.52403543619687,hazel,0.0064904219483286,Biology,
650,41.0,4,5,9,4,4,6,18,No,No,m,1.77823681441354,65.72587761500802,20.78534319007262,hazel,0.0087497395858098,Biology,Data Science
651,68.0,8,7,7,3,5,8,16,No,No,m,1.6316142849685085,71.05467279403717,26.690557544518747,brown,0.0072700231257449,Biology,Data Science
652,59.0,6,8,4,2,8,4,20,Yes,No,f,1.6511367857805432,69.1888349046465,25.37873150066001,brown,0.0067859720744457,Drama,Art
653,65.0,8,4,4,2,10,9,15,No,No,m,1.6174014957164666,58.99408886523456,22.55136412058589,brown,0.0018885818187416,,Drama
654,61.0,7,3,6,3,5,7,17,Yes,No,m,1.7279132723893635,56.41746983056218,18.8959932123676,green,0.0072880422761029,Biology,Art
655,43.0,6,2,2,1,12,8,16,Yes,No,f,1.6266499011207722,83.55449167236301,31.577781777091687,gray,0.0035215982954188,Drama,History
656,56.0,7,3,1,1,14,8,16,No,Yes,m,1.774777463651143,54.52182541658746,17.309422439361413,green,0.0035984702472925,Machine Learning,Art
657,46.0,4,1,9,4,9,5,19,No,,m,1.626867207518985,55.24615625295164,20.873624035081686,brown,0.0072836570803096,Biology,History
658,61.0,6,7,6,3,10,7,17,Yes,No,f,1.5704647720997482,63.633469506443866,25.80056431996402,brown,0.0073800427385173,Algebra,Biology
659,81.0,7,2,8,3,6,9,15,No,No,f,1.6296065376596145,65.44955772631842,24.645702374404152,hazel,0.0071834133666874,,Data Science
660,73.0,8,0,4,2,10,9,15,No,,f,1.5665165482835712,62.53428822506135,25.482864030966592,gray,1.5369340970814437e-05,Drama,PE
661,24.0,3,8,5,2,12,4,20,Yes,No,m,1.7095743280856883,80.87663841574938,27.67241847118745,brown,0.0021433414226496,Biology,Algebra
662,46.0,4,1,9,4,7,7,17,Yes,No,m,1.6940006887776875,64.02552673187493,22.31135749152624,brown,0.0023472494942598,Music,Machine Learning
663,46.0,6,8,1,1,9,7,17,No,,f,1.5901669542578831,73.66245495604552,29.131358681282464,gray,0.005489122548829,History,Art
664,32.0,4,6,3,2,13,7,17,No,No,m,1.584420125441386,77.1439903974183,30.729917850342872,gray,0.0083859037943452,PE,Data Science
665,36.0,4,4,5,2,8,6,18,Yes,No,m,1.7228353773278955,79.63868685503735,26.830979542757103,gray,0.0025418114235961,PE,
666,85.0,9,3,9,4,7,6,18,No,Yes,m,1.6722180661927346,81.88267038878462,29.2823667268203,,0.0091698869692663,Algebra,
667,45.0,5,7,9,4,4,8,16,Yes,,m,1.6198516789145418,79.2965245489011,30.220639660205933,brown,0.0037593249258286,Algebra,PE
668,75.0,9,1,6,3,7,6,18,Yes,,m,1.5850184762415034,64.01279009378658,25.47992227370265,,0.0075739243940354,Data Science,
669,79.0,9,4,6,3,9,7,17,Yes,No,f,1.520515710091753,82.72021041870062,35.77913255600946,brown,0.0095855615710983,History,Biology
670,39.0,4,1,5,2,5,9,15,No,No,f,1.6416237903659896,66.9731702339611,24.851555813696876,blue,0.0069442299274554,Art,Data Science
671,50.0,8,8,1,1,9,5,19,No,No,m,1.719684251517398,68.74664360775944,23.246312482598533,brown,0.003820536138306,Art,Drama
672,76.0,8,5,4,2,8,8,16,No,No,m,1.6683581781007115,72.34158275837451,25.99018778241912,brown,0.0050708858979817,Data Science,Biology
673,36.0,4,4,5,2,8,4,20,No,No,f,1.591054252372814,75.0795024201332,29.65865201397665,brown,0.0026140193009051,Machine Learning,
674,48.0,6,3,2,1,9,7,17,Yes,No,m,1.801467709936958,56.56275560997473,17.429205678498903,brown,0.0038655379772784,Art,Algebra
675,28.0,4,0,4,2,12,7,17,Yes,No,m,1.6889171482099956,72.95317762900524,25.57569962505605,brown,0.0011404157777055,Art,Biology
676,49.0,5,2,7,3,9,7,17,No,No,f,1.663051128540947,54.12646808889552,19.57034520979404,gray,0.0039704967643885,Art,PE
677,71.0,7,9,9,4,9,5,19,No,No,m,1.8017133562394525,81.9436485875456,25.243170532872472,blue,0.0008265109668068,Biology,History
678,34.0,5,4,4,2,10,8,16,Yes,No,m,1.7004588275883656,72.88972073413613,25.20774774843113,brown,0.0016215713288451,Music,Art
679,13.0,4,6,2,1,17,4,20,Yes,No,m,1.674742945360954,66.41301256343563,23.678646099652507,brown,0.001667582206368,Machine Learning,History
680,78.0,7,8,6,3,5,8,16,No,No,m,1.723948603074316,70.64084261133155,23.768799281850036,gray,0.0072155793149736,Drama,Machine Learning
681,40.0,5,7,2,1,13,8,16,No,No,f,1.582686407127084,76.45345741743564,30.52160623872171,blue,0.0090951730710485,,Biology
682,67.0,9,7,2,1,7,7,17,No,Yes,f,1.621867292316486,71.11467056181895,27.03513678778537,gray,0.008684745892945,History,
683,72.0,10,6,1,1,9,7,17,No,,f,1.6596103646094074,55.79710227386055,20.25813068058864,blue,0.0096484268470292,Music,Data Science
684,24.0,5,2,2,1,7,9,15,No,No,m,1.700542282569273,79.52951740105732,27.501316078537627,gray,0.0083969427616259,Algebra,Biology
685,45.0,5,2,8,3,6,5,19,No,No,m,1.6281341052830365,66.9546115201389,25.258069098970655,green,0.0092994015496563,Drama,Machine Learning
686,75.0,7,4,9,4,6,4,20,Yes,No,f,1.5315759236160793,74.946604976322,31.95029726555938,gray,0.0052534706884553,PE,
687,80.0,8,2,7,3,7,8,16,No,No,m,1.6946114836107338,86.27705792500197,30.043812083233725,brown,0.0062921445948866,History,Drama
688,65.0,6,6,7,3,4,9,15,Yes,No,f,1.5940386615593636,67.88921008219874,26.71794518575606,gray,0.0082120996354407,PE,History
689,36.0,5,0,1,1,14,4,20,Yes,No,m,1.7339211039971192,67.68447310451664,22.51284531705028,gray,6.625443754110672e-05,Machine Learning,PE
690,36.0,5,8,5,2,7,4,20,No,No,m,1.6710377483274428,72.5501278232785,25.981586145890116,brown,0.0053433194881958,Machine Learning,Biology
691,78.0,9,5,5,2,8,6,18,Yes,No,f,1.6254704593820224,65.34174260379052,24.73048024583915,green,0.0014296755491096,PE,Biology
692,76.0,9,0,3,2,12,7,17,Yes,No,m,1.6513797897678313,73.21467815517742,26.8475232497171,brown,0.0095902788080861,Music,Machine Learning
693,54.0,7,7,1,1,8,9,15,No,Yes,f,1.619214940513,83.85863305659154,31.98444167717074,brown,0.0043043937470946,History,
694,60.0,6,9,9,4,6,8,16,Yes,No,m,1.7507388447023002,54.06884808608281,17.640235616396563,gray,0.0022928330223443,History,Biology
695,54.0,6,9,5,2,6,7,17,Yes,No,m,1.6362058096167311,68.59765832087017,25.62320374767254,brown,0.0012942155318405,Machine Learning,Biology
696,24.0,5,2,1,1,8,6,18,Yes,No,m,1.7447876737952075,73.57005056932529,24.166618464579525,hazel,0.0095672363459175,Art,Drama
697,54.0,7,9,2,1,10,9,15,Yes,No,m,1.7470778145787471,95.50153166939008,31.28857896933055,gray,0.0077861336658839,Algebra,Data Science
698,41.0,3,1,9,4,5,9,15,No,No,m,1.6248668850448602,67.87977104374285,25.710160818218096,gray,0.0019187447052419,,History
699,30.0,5,1,2,1,8,8,16,Yes,No,f,1.5949917219621554,63.97118532736688,25.145920088232213,gray,0.0030962568041336,History,Machine Learning
700,65.0,5,6,9,4,3,9,15,Yes,No,m,1.7067147333024173,62.35218998162269,21.405719816311088,brown,0.0052356634449461,History,Art
701,38.0,4,4,9,4,5,5,19,No,No,m,1.656977142441969,68.27984729915755,24.869067792984225,gray,0.0009464626475428,History,Machine Learning
702,72.0,8,2,9,4,9,4,20,Yes,,m,1.6763398733355306,67.21616755876389,23.919362263197492,brown,0.0031498550829377,History,Machine Learning
703,40.0,6,0,5,2,13,5,19,Yes,No,m,1.7217460228275712,78.4646466893717,26.46889716366481,hazel,0.0061100551248361,PE,Algebra
704,36.0,4,5,9,4,5,9,15,No,No,m,1.651205213258936,69.57594520780043,25.518609891626824,brown,0.0027338819136547,Music,PE
705,74.0,10,9,2,1,15,4,20,Yes,No,m,1.7088938780976295,61.54357084314561,21.074268214375863,brown,0.0033767586697891,Biology,Drama
706,40.0,3,4,8,3,9,6,18,No,No,f,1.579446194612709,71.72140394236317,28.750083516380386,green,0.0029944668522937,Drama,Data Science
707,31.0,4,5,6,3,8,9,15,No,No,f,1.636057148229551,72.700961885655,27.160841270903774,brown,0.0014080253936382,PE,Machine Learning
708,46.0,5,4,9,4,5,5,19,Yes,No,f,1.5524664076936836,82.18780438874774,34.100673399641366,brown,0.0076791320495689,Art,PE
709,57.0,7,1,8,3,7,6,18,No,No,m,1.7708591376840892,72.41576163201111,23.092187182411188,,0.000182593042394,Algebra,History
710,71.0,7,6,7,3,7,9,15,No,Yes,m,1.6249737425062851,71.05822620029109,26.910493780310222,brown,0.000230625254923,Data Science,Drama
711,82.0,7,5,9,4,5,6,18,Yes,No,f,1.631469378949597,68.95212856562246,25.905371433496512,gray,0.0041397782076209,Data Science,Algebra
712,89.0,9,4,9,4,9,4,20,Yes,No,m,1.729268963091088,58.58773102727048,19.592126914321685,brown,0.0093865175431935,Biology,Drama
713,61.0,8,9,2,1,12,5,19,Yes,No,m,1.675559444652461,76.62536677555788,27.293101234828956,hazel,0.0010697064243697,Algebra,PE
714,37.0,4,0,8,3,5,8,16,No,No,m,1.7350107237885433,65.36548455708491,21.714216224709634,green,0.0046048150568928,Art,Biology
715,78.0,8,3,5,2,10,8,16,Yes,,m,1.7515354662212836,79.52158301907045,25.92072506602738,hazel,0.0040098600856766,PE,Data Science
716,35.0,5,8,4,2,12,6,18,No,No,m,1.643015916636272,58.80204194501093,21.782557354009267,gray,0.0061655773035731,Drama,Data Science
717,32.0,5,4,1,1,14,6,18,No,No,m,1.7004939992602226,64.64308035945056,22.35485389194075,brown,0.0029783048987486,PE,Machine Learning
718,71.0,8,7,1,1,9,9,15,Yes,No,m,1.749276072362147,82.2376660211617,26.875346043032533,gray,0.0056560007765675,Art,Data Science
719,81.0,9,4,8,3,7,8,16,Yes,No,m,1.6889256512407005,72.71472255078858,25.49184609704209,brown,0.0031220777533912,Biology,Machine Learning
720,68.0,9,0,2,1,16,4,20,Yes,No,f,1.5515722316038625,74.07475604655943,30.76991049585018,brown,0.0001796320859275,,PE
721,21.0,5,5,1,1,17,5,19,No,No,f,1.6810362715899605,63.30994516166396,22.403597870992087,green,0.0074671040034196,PE,Biology
722,54.0,7,0,3,2,10,4,20,Yes,No,f,1.5113614114251148,58.35457271343327,25.546901555161284,blue,0.00560389553984,Art,Biology
723,41.0,4,9,9,4,5,8,16,Yes,No,m,1.6678038281720695,71.93622894882279,25.861739612484676,green,0.0099976620593912,PE,Data Science
724,78.0,9,8,7,3,5,9,15,No,Yes,f,1.641222086251772,42.12325150249352,15.638215070880465,blue,0.0020903179775092,Machine Learning,Algebra
725,59.0,6,6,7,3,9,7,17,Yes,No,m,1.7433031224042892,80.8476508176623,26.6024471542158,brown,0.0061898040305511,History,Biology
726,81.0,9,4,6,3,6,6,18,No,Yes,m,1.5814167899303313,83.42506703846162,33.35829719114437,brown,0.0067757887030647,Machine Learning,Drama
727,78.0,8,4,5,2,10,6,18,No,No,m,1.7597696251616344,65.78232037351626,21.242105140094807,gray,0.0095539357448107,Art,Biology
728,31.0,4,5,2,1,10,9,15,No,No,f,1.6269534797551035,78.2145322930607,29.548618600269855,brown,0.0057445581499362,Machine Learning,Biology
729,77.0,9,9,5,2,14,4,20,Yes,,m,1.6331274598216794,56.76943433679145,21.28503675362532,,0.0031995861667877,Biology,Art
730,71.0,7,1,7,3,6,6,18,No,No,m,1.6942213722238135,62.65043283307473,21.82648311584481,brown,0.0094890052633636,History,PE
731,50.0,6,0,3,2,8,9,15,Yes,No,f,1.5528412377964989,59.411416377580686,24.638586813154163,brown,0.0072906253809334,Art,Algebra
732,83.0,10,7,5,2,10,7,17,No,No,m,1.731632026282856,76.1946648031083,25.410507797982213,brown,0.0025948259858965,Music,Algebra
733,62.0,8,9,4,2,11,7,17,Yes,No,f,1.564155850548302,80.68300545710365,32.97782586987354,hazel,0.0051195551386322,History,Drama
734,45.0,6,4,5,2,9,7,17,No,No,m,1.6866123228516754,76.90773098689483,27.0358146497093,brown,0.0027829175763577,Art,Drama
735,62.0,8,7,3,2,11,5,19,Yes,Yes,f,1.610052853693448,72.94399491291591,28.13904011505136,brown,0.0006798883814777,Algebra,History
736,62.0,7,8,5,2,7,9,15,No,Yes,f,1.5588032955156024,66.4638418445397,27.35286429733706,gray,6.596947161634948e-05,Machine Learning,History
737,13.0,4,9,2,1,9,4,20,No,No,m,1.7016916574594003,78.15828606483751,26.99064652891093,gray,0.0002814602215101,Drama,Data Science
738,52.0,6,2,8,3,6,4,20,Yes,No,f,1.6003243643966107,62.48082250540143,24.396678521119807,brown,0.0011653179910523,Machine Learning,PE
739,68.0,8,1,5,2,7,6,18,Yes,,m,1.700776282864077,81.05426595747653,28.02086224222085,brown,0.0056060685795807,,PE
740,53.0,5,4,6,3,9,4,20,Yes,No,f,1.55258992644501,60.27828908465987,25.006182067147456,brown,0.0044459909144705,Algebra,Data Science
741,75.0,8,1,6,3,8,9,15,No,No,m,1.7090578217128622,54.72120261695409,18.73450060739653,gray,0.0065979530919544,Drama,Biology
742,28.0,4,9,3,2,15,4,20,No,No,f,1.6766436712967443,70.87861577762695,25.21353153746305,brown,0.0034399570463887,Music,PE
743,72.0,9,1,6,3,10,4,20,Yes,,m,1.7498962439404642,54.3391956241358,17.745514987618964,green,0.002602245678333,Data Science,History
744,48.0,5,3,7,3,5,9,15,Yes,Yes,m,1.6997363035275113,75.8053943477654,26.23837958994452,green,0.0035341220657901,Art,Drama
745,46.0,5,1,4,2,8,7,17,No,No,m,1.7567083178644924,71.96507800305433,23.319674553193785,brown,0.0012536151721404,Machine Learning,History
746,51.0,4,5,9,4,5,7,17,Yes,No,f,1.6342570686094302,70.2222969804529,26.29264556633636,gray,0.0094413128218089,Drama,
747,40.0,6,1,4,2,11,7,17,Yes,No,f,1.59873017226295,57.8102788239325,22.618027167041124,brown,0.0021792389147461,Drama,Machine Learning
748,88.0,9,6,8,3,4,8,16,Yes,,f,1.606713426281886,71.97234558029884,27.879745881882933,brown,0.0086767972140237,Data Science,Machine Learning
749,72.0,9,7,4,2,10,9,15,No,No,m,1.7889588251663655,84.72891502698792,26.47469437888089,brown,0.0069803099245428,PE,Data Science
750,88.0,9,4,9,4,5,6,18,Yes,No,m,1.6914876712332525,72.7817359021974,25.438103866801477,gray,0.0043383270790553,,Drama
751,80.0,10,4,3,2,8,9,15,Yes,No,f,1.6471105120879357,76.4016470100837,28.16159464577063,hazel,0.0045974091690337,Data Science,Algebra
752,51.0,4,8,9,4,4,9,15,No,No,f,1.6454796975215131,80.4760967268075,29.72226127646733,gray,0.0087483576534608,Music,Biology
753,63.0,7,2,6,3,5,7,17,No,No,f,1.555515068130987,72.56751247542925,29.991196436918763,brown,0.0083632721857177,PE,Data Science
754,36.0,3,6,7,3,4,9,15,Yes,No,m,1.665945984977405,65.94120724344866,23.75937770332201,brown,0.0048093058227679,History,Drama
755,63.0,6,3,7,3,6,9,15,No,No,f,1.6061800611579506,64.37297149516672,24.95255928996456,brown,0.0089714649452262,Music,
756,39.0,6,8,5,2,10,5,19,No,No,f,1.6161038359190376,77.94157096111556,29.84218599534732,brown,0.0006157718550701,PE,Art
757,69.0,7,3,6,3,11,6,18,Yes,Yes,m,1.686253810743822,66.39571898437745,23.35039275736636,gray,0.0057164702231801,Biology,Machine Learning
758,84.0,8,8,8,3,4,7,17,No,,m,1.7388142353182048,80.16977392247735,26.5157725406352,brown,0.0058219351859896,Art,History
759,66.0,9,6,1,1,11,7,17,No,No,m,1.7176577614159845,76.87250081111094,26.05539956021312,green,0.0007461189592476,Drama,PE
760,41.0,5,3,5,2,12,4,20,Yes,No,f,1.566169614219903,70.24455387551163,28.63749794233473,brown,0.0086516627749087,Biology,Data Science
761,59.0,7,1,4,2,10,9,15,No,No,f,1.5750573587377383,69.91131114789688,28.18088962715863,brown,0.0062189639288609,Music,Biology
762,50.0,6,0,2,1,16,4,20,No,,m,1.6448192925091387,67.32504938051302,24.88515201400733,blue,0.0007660217404229,History,
763,47.0,6,7,1,1,9,7,17,No,No,f,1.598317457815321,99.98054596653056,39.13716991297102,brown,0.0072726995399346,Machine Learning,Drama
764,32.0,5,7,4,2,11,7,17,No,No,f,1.5527346840000942,89.58189040889975,37.15572284766901,brown,0.004147491640929,Art,Machine Learning
765,59.0,9,0,1,1,8,9,15,No,No,f,1.5559185603795742,53.488791004405456,22.094748313625825,brown,0.0045729717806405,,Algebra
766,60.0,8,6,1,1,15,6,18,Yes,No,m,1.638358948518819,63.46315597034356,23.64305270265369,,0.0084515034675841,Art,Data Science
767,68.0,7,7,9,4,4,9,15,Yes,No,m,1.6865845534572594,75.15715563075281,26.42129490487752,green,0.0091742661360574,,Biology
768,52.0,6,2,8,3,9,6,18,Yes,No,m,1.7007555603310676,71.08266515081806,24.57422915531406,brown,0.0077642685643588,Algebra,PE
769,93.0,10,5,8,3,5,9,15,Yes,,m,1.7087758798751194,63.607857145882086,21.78414679173404,brown,0.009454119193942,Drama,Art
770,36.0,5,5,2,1,14,6,18,No,No,f,1.6259055386482029,72.08581290789625,27.268370070784467,,0.0052897145430507,Drama,PE
771,41.0,5,1,7,3,11,5,19,Yes,No,f,1.6657874933613952,74.43379065414794,26.824457187332676,green,0.0054040899371868,PE,Data Science
772,92.0,8,9,9,4,5,8,16,No,No,f,1.6098181082769485,81.9287438811493,31.61423518353181,blue,0.0092903602123716,History,Algebra
773,70.0,9,9,3,2,11,9,15,Yes,No,f,1.7673009204478496,50.15211233439256,16.05714104868364,brown,0.0042125286047914,Biology,Data Science
774,54.0,7,4,1,1,15,6,18,No,No,m,1.749363758267754,83.3204793414845,27.226480816888586,brown,0.0012227424255849,Biology,Data Science
775,96.0,10,7,9,4,5,6,18,No,,f,1.6295863014074776,65.82688376891788,24.78840400137281,brown,0.0028438093571977,PE,Machine Learning
776,44.0,5,4,8,3,4,7,17,Yes,No,f,1.6891737942404383,65.56620745138662,22.97901417905692,brown,0.0027888119016644,PE,Art
777,82.0,8,0,9,4,8,5,19,Yes,No,m,1.727421361206254,71.47585797531089,23.953159461264484,brown,0.0013892105363663,History,Biology
